ID,Name,Link,UserName,Type,NumberTrack,Duration,DateCreate,Like,Repost,TrackIds
253,Pop,/synthgrinder-1/sets/pop,Synthgrinder,Pop,492,33:05:03,2013-05-18T12:33:37.000Z,43,17,https://soundcloud.com/paulmccartney/25-live-and-let-die;https://soundcloud.com/rutesh/you-fill-up-my-senses;https://soundcloud.com/satopun/niceday;https://soundcloud.com/sinth-2/here-comes-the-sun
254,pop,/arhyl-donuts/sets/pop,Arhyl Donuts,None,237,18:54:52,2018-08-03T23:29:51.000Z,0,0,https://soundcloud.com/mustaqim-ibnu-adam/ridwan-sau-1;https://soundcloud.com/user-907886131/bagindas-bila-benar-sayang;https://soundcloud.com/yuppie-sierra-564144992/republik-aku-takut-mp3;https://soundcloud.com/beage-1/05-cepat-kembali
255,Pop,/karly-ryner/sets/pop,Karly Ryner,None,251,1:05:47,2019-04-17T00:52:27.000Z,4,0,https://soundcloud.com/s-club-7-official/never-had-a-dream-come-true;https://soundcloud.com/thebackstreetboys/as-long-as-you-love-me;https://soundcloud.com/thebackstreetboys/everybody-backstreets-back;https://soundcloud.com/thebackstreetboys/weve-got-it-goin-on-radio-edit
256,pop,/anita-wulandari-718549611/sets/pop,A godel,None,172,14:50:48,2021-05-31T19:34:32.000Z,0,0,https://soundcloud.com/hendro-py/dewa19-air-mata;https://soundcloud.com/dinastywarriors/five-minutes-bertahan;https://soundcloud.com/ary-joe/st12-saat-terakhir;https://soundcloud.com/hendrarmada-setiagentayangan-jayalah-armada/kertas-band-kekasih-yang-tak
257,Pop,/natalia-zherikova/sets/pop,Natalia Zherikova,None,460,36:36:21,2019-08-23T09:57:13.000Z,1,0,https://soundcloud.com/plasimusic/now-and-then;https://soundcloud.com/repolinare/sarafan;https://soundcloud.com/repolinare/respublikapolina-yakty;https://soundcloud.com/repolinare/rassvet
258,pop,/howard-davenport-293381914/sets/pop,Howard Davenport,None,488,28:27:42,2017-12-11T02:36:15.000Z,1,0,https://soundcloud.com/interscope/pop-that-feat-rick-ross-drake;https://soundcloud.com/asvpxrocky/f-kin-problems;https://soundcloud.com/user8019/i-dont-like-remix-drake-diss;https://soundcloud.com/bobatl/b-o-b-we-still-in-this-bitch
259,pop,/ade-syaputra-781994595/sets/pop,Ade Syaputra,None,223,1:06:24,2017-08-31T05:18:31.000Z,0,0,https://soundcloud.com/ernita-boy/zizan-masa-lalu;https://soundcloud.com/p4ngeran-1/arnet-akhir-sebuah-cerita;https://soundcloud.com/risah123/rama-bertahan;https://soundcloud.com/shopyan/nineball-hingga-akhir-waktu
260,pop,/wawan-kurniawan-118882284/sets/pop,Wawan,None,314,1:03:53,2020-03-01T08:13:04.000Z,0,0,https://soundcloud.com/goodfelass-twitter/ari-lasso-perbedaan;https://soundcloud.com/avengedsevenfold/this-means-war;https://soundcloud.com/avengedsevenfold/shepherd-of-fire;https://soundcloud.com/nirvana/smells-like-teen-spirit-1
261,pop,/kimtan-permana/sets/pop,Kimtan Permana,None,213,1:05:21,2018-10-18T02:22:35.000Z,0,0,https://soundcloud.com/djokidz/naff-kenanglah-aku;https://soundcloud.com/masboss/naff-akhirnya-ku-menemukanmu;https://soundcloud.com/sugiarto-jufiter/naff-kau-masih-kekasihku;https://soundcloud.com/kecap-hitam/naff-terendap-laraku
262,Pop,/desiree-carnes/sets/pop,Desiree Mae,R&B,457,29:24:56,2015-01-28T14:47:14.000Z,5,0,https://soundcloud.com/raesremmurd/rae-sremmurd-no-type-prod-by-mike-will-made-it-swae-lee-of-rae-sremmurd;https://soundcloud.com/bigsean-1/idfwu;https://soundcloud.com/octobersveryown/makonnen-ft-drake-tuesday;https://soundcloud.com/ilzeus/11-wiz-khalifia-up-in-it-1
263,Pop,/broadcast-rmutk/sets/pop,Broadcast RMUTK,Pop,108,5:18:32,2019-09-16T12:43:01.000Z,1,0,https://soundcloud.com/bew-uncha/everyday;https://soundcloud.com/bew-uncha/reasons-to-smile;https://soundcloud.com/bew-uncha/sound-off;https://soundcloud.com/bew-uncha/summer-smile
264,pop,/karishma-phandey/sets/pop-1,kari,pop,389,46:41,2021-05-24T18:25:54.000Z,0,0,https://soundcloud.com/becky-hill-official/warm-1;https://soundcloud.com/iamannemarie/do-it-right-1;https://soundcloud.com/iamshakka/dont-call-me;https://soundcloud.com/louisajohnsonofficial/so-good
265,pop,/heru-susanto-248045941/sets/pop,Heru Susanto,None,280,22:56:14,2018-03-27T01:39:53.000Z,1,0,https://soundcloud.com/aqthobuser2802/ungu-kuingin-selamanya;https://soundcloud.com/republiksongsss/repvblik-tlah-kuberikan;https://soundcloud.com/republiksongsss/repvblik-tiada-guna-lagi;https://soundcloud.com/republiksongsss/repvblik-sakit-aku-sakit
266,pop,/ehab-pop-498347053/sets/pop-1,Ehab Pop,None,249,1:08:29,2015-10-20T23:54:06.000Z,2,1,https://soundcloud.com/momen-manson/9rzympl6bfta;https://soundcloud.com/maryam-qutb/eykzdsea3wte;https://soundcloud.com/mosaic87/wmigksektkrq;https://soundcloud.com/nashwalotfy/astonished-by-you-and-me
267,pop,/agunxz-nugraha/sets/pop,Agunxz Nugraha,None,271,1:02:01,2016-11-11T19:11:40.000Z,2,0,https://soundcloud.com/ratihdy/ungu-shalawat;https://soundcloud.com/acong-sony/angkasa-band-jps-jangan-pernah;https://soundcloud.com/art-anthie-photogrphy/ungu-dirimu-satu;https://soundcloud.com/brenda_anura/brenda-anura-manusia-biasa
268,Pᴏᴘ,/millylooksxz/sets/p,milly,None,394,23:17:11,2020-05-16T15:26:37.000Z,1,0,https://soundcloud.com/sabrinacarpenter/almost-love;https://soundcloud.com/madisonbeer/dead;https://soundcloud.com/kanyewest/heartless;https://soundcloud.com/madisonbeer/fools
269,pop,/user-82717309/sets/pop,Cornpop24_7,None,498,40:36,2021-06-18T16:36:36.000Z,0,0,https://soundcloud.com/jadensmithofficial/deep-end;https://soundcloud.com/jadensmithofficial/summertime-in-paris-feat;https://soundcloud.com/isabela-merced/papi;https://soundcloud.com/calvinharris/summer
270,POP,/michael-modestino/sets/pop,MIKIIDROP,None,151,53:19,2021-09-20T00:07:51.000Z,0,0,https://soundcloud.com/troiscafesgourmands/a-nos-souvenirs;https://soundcloud.com/matmatah/lapologie;https://soundcloud.com/matmatah/lambe-an-dro;https://soundcloud.com/louise-attaque-official/jtemm-ne-au-vent-album-version
271,Pop,/user486063111/sets/pop,user486063111,None,234,19:20:47,2014-06-17T10:38:51.000Z,0,0,https://soundcloud.com/jasjusbanget/petra-sihombing-pilih-saja-aku;https://soundcloud.com/vaciel/yovie-and-nuno-merindu-lagi;https://soundcloud.com/user127918784/marcel-peri-cintaku;https://soundcloud.com/m45apid/st12-dunia-pasti-berputar
272,pop,/yhexklylfscp/sets/pop,はや西,None,475,29:46:29,2018-06-10T14:18:59.000Z,1,0,https://soundcloud.com/murat-halil/jaygee-rmc-keep-on-dancing;https://soundcloud.com/dizzyyy/kraftwerk-tour-de-france-taber-remix;https://soundcloud.com/kayla-mills-17/janet-jackson-i-get-lonely-dj-hoodboi-remix;https://soundcloud.com/grrrrrrpoppin/dj-shashu-galactic-fonk
273,POP,/nikl2468/sets/pop,Nik L,Pop,418,56:54,2017-11-01T08:34:30.000Z,8,0,https://soundcloud.com/two-friends/overdosesokko;https://soundcloud.com/johnlegend/all-of-me-3;https://soundcloud.com/siamusic/sia-chandelier;https://soundcloud.com/jaz_s/we-dont-talk-anymore-vs-love-me-harder-mashup
274,pop,/user-689575698/sets/pop-1,Valentino Desideroso,None,436,1:12:01,2021-08-15T10:56:51.000Z,0,0,https://soundcloud.com/garageshared/whitney-houston-how-will-i-know-foor-nuk-g-remix;https://soundcloud.com/cultureclubofficial/the-war-song;https://soundcloud.com/kymmazelle/wait;https://soundcloud.com/scottrek113/tomorrow-people-ziggy-marley
275,pop,/setayesh-ashori/sets/pop,samiiiashouri,None,281,52:31,2021-01-16T15:39:05.000Z,1,0,https://soundcloud.com/mohamadreza-derakhshan/khodkhah-mohsen-yeganeh;https://soundcloud.com/hormoz-esh/barax;https://soundcloud.com/rezabahram/adame-sabegh-reza-bahram;https://soundcloud.com/hormoz-esh/bi-enteha
276,pop,/cleonie-parkinson/sets/pop,Cleonie Parkinson,None,447,46:07,2016-07-02T10:08:12.000Z,7,1,https://soundcloud.com/kiiaraonline/gold;https://soundcloud.com/user-771487851/stressed-out;https://soundcloud.com/lxwisgannon/broken-girls-like-flowers;https://soundcloud.com/adelemuir/lose-ittt
277,pop,/dicky-rlnd/sets/pop,Dicky Ralend,None,270,21:09:17,2019-05-06T14:59:10.000Z,0,0,https://soundcloud.com/hilman19/danilla-senja-di-ambang-pilu;https://soundcloud.com/emapatduapuloh/fourtwnty-zona-nyaman-ost-filosofi-kopi-2;https://soundcloud.com/fourtwntymusic/fana-merah-jambu;https://soundcloud.com/fourtwntymusic/akutenang
278,pop,/donna-formosa/sets/pop,Donna Formosa,None,66,1:02:42,2017-04-07T09:23:01.000Z,9,2,https://soundcloud.com/atlanticrecords/kid-rock-when-u-love-someone;https://soundcloud.com/djdiablo/kid-rock-all-summer-long-dj-diablo-club-mix;https://soundcloud.com/david-krause-20/kid-rock-all-sumer-long;https://soundcloud.com/official-p-nk/dear-mr-president-1
279,Pop,/ibubi0427/sets/pop,IBUBI CHEN,None,360,28:53:33,2016-11-27T00:46:43.000Z,3,0,https://soundcloud.com/benny-benassi/bennybenassi-chrisbrown-paradise;https://soundcloud.com/theasaproject/little-lady;https://soundcloud.com/arianagrandeforrealidkwhyicantgetmyownlinkbutok/into-you-remix-feat-mac-miller-1;https://soundcloud.com/johnlegend/all-of-me-3
280,pop,/ira-choiriyah-602511459/sets/pop,Ira Choiriyah,None,232,1:04:23,2018-08-23T16:02:01.000Z,0,0,https://soundcloud.com/user-687030597/02-bukan-maksudku;https://soundcloud.com/pierre-rubianto/padi-begitu-indah;https://soundcloud.com/gun5moke/dewa-19-dewi-1;https://soundcloud.com/canaryujungberung/wayang-tak-selamanya
281,pop,/dewi-novianti-569838618/sets/pop,Dewi Novianti,None,240,1:25:33,2017-09-09T01:39:06.000Z,1,0,https://soundcloud.com/ndx-aka/ndx-a-k-a_bojoku-ketikung-mp3;https://soundcloud.com/ndx-aka/ndx-a-k-a_tentang-aku-kau-dan;https://soundcloud.com/tulus-suci/ndx-aka-ditinggal-rabi-feat-pjr;https://soundcloud.com/ndx-aka/ndx-a-k-a_sudah-cukup-sudah
282,Pop,/fiona-charpentier/sets/pop,Fiona Charpentier,None,348,28:44:59,2017-04-15T08:04:32.000Z,0,0,https://soundcloud.com/wearegalantis/no-money-ultra-edit-126-bpm-1;https://soundcloud.com/wearegalantis/galantis-louder-harder-better-inpetto-remix;https://soundcloud.com/wearebigbeat/galantis-runaway-ui-speaker-of-the-houses-big-beat-5th-anniversary-remix;https://soundcloud.com/wearegalantis/galantis-in-my-head-1
283,Pop,/abo-yehiya/sets/pop,mpop,None,186,18:51:10,2020-03-26T20:47:07.000Z,0,0,https://soundcloud.com/maged_ali79/j1jzuyb6ceka;https://soundcloud.com/amrdiab/amr-diab-salemtelak;https://soundcloud.com/hossam-diabian/shafiqa-gay-bayshki;https://soundcloud.com/reemoooo/vwtjsubbthgk
284,pop,/jasmine-spencer-613207508/sets/pop,Jasmine Spencer,None,434,27:30:57,2017-05-06T16:54:44.000Z,1,0,https://soundcloud.com/humblesoundmusicgroup/supa-peach-pretty-gang-produced-by-james-worthy;https://soundcloud.com/kaylabriannax/work-for-it-dirty-main-mkii-mstr1;https://soundcloud.com/jasonderulo/swalla-feat-nicki-minaj-ty-1;https://soundcloud.com/thewavform/post-to-be-remix-ft-dej-loaf-trey-songz-ty-dolla-sign-rick-ross
285,pop,/user-146692220/sets/pop,yohay,None,242,22:49:45,2019-07-01T04:21:22.000Z,0,0,https://soundcloud.com/fiersabesari/april;https://soundcloud.com/ramdan-s-adhitya/fiersa-besari-ft-thantri-waktu;https://soundcloud.com/fiersabesari/celengan;https://soundcloud.com/djcantik/armada-harusnya-aku
286,POP,/yuriy-loput/sets/pop,Yuriy Loput,None,437,1:09:14,2020-05-21T20:11:08.000Z,1,0,https://soundcloud.com/user572146493/genesis-i-cant-dance;https://soundcloud.com/julia-chang-594508242/britney-spears-baby-one-more;https://soundcloud.com/4-non-blondes/whats-up-album-version;https://soundcloud.com/christinaaguilera/genie-in-a-bottle
287,pop,/vee-qi/sets/pop,Vee Qi,None,264,1:02:36,2019-12-17T02:23:37.000Z,0,0,https://soundcloud.com/fandydwi_0806/andmesh-kamaleng-jangan-rubah-takdirku-official;https://soundcloud.com/fandydwi_0806/andmesh-kamaleng-cinta-luar-biasa-official;https://soundcloud.com/rhychardtekaje/andmesh-hanya-rindu-official-music-audio;https://soundcloud.com/novicenop/celengan-rindu-fiersa-besari-feby-cover
288,Pop,/haloreachanime/sets/pop,haloreachanime,None,420,54:12,2020-09-21T22:04:45.000Z,0,0,https://soundcloud.com/carlos-rosales-mathies/19-elliott-yamin-wait-for-you;https://soundcloud.com/world2you/wonder-by-david-correy-prod-by;https://soundcloud.com/bestofest/david-correy-whirlwind;https://soundcloud.com/dave-matthews-band/crush-2
289,pop,/rivano-zikira-487636324/sets/pop-1,Rivano Zikira,None,314,1:13:32,2018-05-25T10:30:44.000Z,1,0,https://soundcloud.com/muhamad-ridjwan/dhyo-haw-gue-apa-adanya;https://soundcloud.com/tranviethung93/mocca-i-remember;https://soundcloud.com/user760526585/dhyo-haw-ada-aku-disini;https://soundcloud.com/ir-gharz-zerdadoe-azalsatoeduoeadelapan/steven-coconut-treez-bebas
290,pop,/el-morro-arzola/sets/pop,Morro,None,393,56:14,2017-12-10T22:52:42.000Z,1,0,https://soundcloud.com/zutlafourcade/hasta-la-piel-carla-morrison;https://soundcloud.com/angelinalosfontana/tu-eres-la-razon;https://soundcloud.com/alejandro-torres-brito/morat-feat-juanes-besos-en-guerra;https://soundcloud.com/carlamorrisonmusica/antologia-cover-a-shakira-por
291,country,/user-554653250/sets/country,music,None,31,23:29,2019-08-11T15:34:17.000Z,"8,578",366,https://soundcloud.com/official-luke-bryan/most-people-are-good;https://soundcloud.com/official-luke-bryan/knockin-boots;https://soundcloud.com/tobykeithmusic/shouldve-been-a-cowboy-album;https://soundcloud.com/blakeshelton/boys-round-here-feat-pistol-annies
292,Country,/mitch-r-299829848/sets/country,mitch r,None,499,1:00:14,2016-08-24T01:52:01.000Z,"1,504",100,https://soundcloud.com/brantleygilbertofficial/its-about-to-get-dirty;https://soundcloud.com/brantleygilbertofficial/the-weekend;https://soundcloud.com/brantleygilbertofficial/bottoms-up;https://soundcloud.com/brantleygilbertofficial/do-what-the-night-wants
293,Country,/user655773074/sets/country,user655773074,None,0,0,2013-12-26T15:29:00.000Z,32,1,
294,country,/user-593137078/sets/country,tjohnson2019,None,492,42:20,2019-01-25T05:27:49.000Z,"1,400",85,https://soundcloud.com/skydoesminecrafts-1fan/george-strait-give-it-away;https://soundcloud.com/skydoesminecrafts-1fan/george-strait-i-cross-my-heart;https://soundcloud.com/drugstorecowboy-1/the-chair-george-strait;https://soundcloud.com/broncobrock/troubadour-george-strait
295,country,/tinus-botes/sets/country,Tinus Botes,None,121,25:47:33,2015-06-18T10:18:12.000Z,855,99,
296,country,/user-437423312/sets/country,Lisa,None,307,42:26,2018-03-28T10:18:05.000Z,"1,236",75,https://soundcloud.com/official-luke-bryan/what-makes-you-country;https://soundcloud.com/official-luke-bryan/to-the-moon-and-back;https://soundcloud.com/official-luke-bryan/games;https://soundcloud.com/official-luke-bryan/kiss-tomorrow-goodbye
297,Country,/kim-mclaughlin-2/sets/country,Kim McLaughlin 3,None,0,0,2014-01-25T05:32:59.000Z,21,0,
298,country,/jessica-davidson-12/sets/country,Jessica Davidson 12,None,1,9:19,2013-12-20T23:20:41.000Z,24,0,https://soundcloud.com/briannaaa13/whatever-shes-got
299,country,/shiann-bryant/sets/country,shiann bryant,None,116,45:56,2018-01-26T00:58:41.000Z,397,28,https://soundcloud.com/sam-hunt-official/body-like-a-back-road;https://soundcloud.com/marenmorrisofficial/i-could-use-a-love-song;https://soundcloud.com/sam-hunt-official/sam-hunt-leave-the-night-on;https://soundcloud.com/sam-hunt-official/drinkin-too-much-1
300,country,/meghan-taft/sets/country,Meghan Taft,None,102,50:21,2015-07-18T04:47:21.000Z,809,96,https://soundcloud.com/miltown-sounds/life-of-the-party-jake-owen-chris-martin-cover;https://soundcloud.com/bobbyscott-3/cole-swindell-hope-you-get;https://soundcloud.com/townsquaremedia-boise/neal-mccoy-can-you-do-this;https://soundcloud.com/nat-james/anywhere-with-you-jake-owen
301,country,/lannae-ellefson/sets/country,lannae,None,318,21:41:30,2018-07-24T01:25:00.000Z,390,27,https://soundcloud.com/thecollectivesounds/aaron-lewis-country-boy;https://soundcloud.com/djjkrisp/play-it-again-krispy-country;https://soundcloud.com/trevorgoodrum-1/hank-williams-jr-a-country-boy;https://soundcloud.com/user-563856625/kane-brown-heaven-josh-turner
302,country,/william-winters-578608094/sets/country,William Winters,None,398,32:20,2017-09-21T02:11:37.000Z,435,26,https://soundcloud.com/zacbrownband/chicken-fried;https://soundcloud.com/dylanscottofficial/my-girl;https://soundcloud.com/cole-swindell/you-should-be-here;https://soundcloud.com/thecollectivesounds/aaron-lewis-country-boy
303,country,/jackie-kelley-597995591/sets/country,Jackie Kelley,None,483,52:49:21,2016-11-11T16:03:08.000Z,122,4,https://soundcloud.com/etzaa/dont-you-wanna-stay-jason;https://soundcloud.com/james-edgar-1/break-up-with-him-old-dominion;https://soundcloud.com/jrm-management/chris-young-voices;https://soundcloud.com/user7515373-2/billy-currington-good
304,Country,/edennis27/sets/country,edennis27,None,2,1:03:02,2013-10-19T02:35:31.000Z,21,6,https://soundcloud.com/country-music-association/carrie-zaruba-woman-on-a;https://soundcloud.com/elektrik-dreams-music/2013-rt
305,Country,/tyler-hosley/sets/country,Tyler Hosley,None,476,29:22:24,2016-09-03T13:36:19.000Z,106,6,https://soundcloud.com/drew-baldridge/rebound;https://soundcloud.com/drew-baldridge/love-on-your-body;https://soundcloud.com/dallassmithmusic/tippin-point;https://soundcloud.com/dallassmithmusic/slow-rollin
306,Country,/kate-sullivan-32/sets/country,Kate Sullivan,None,15,2:22:52,2014-12-31T21:58:00.000Z,60,5,
307,Country,/keyonna-marie-murphy/sets/country,Keyonna Marie Murphy,None,356,23:03:09,2016-09-10T17:49:04.000Z,151,9,https://soundcloud.com/chrislaneband/lets-ride;https://soundcloud.com/chrislaneband/too-tennessee-1;https://soundcloud.com/chrislaneband/i-go-back
308,country,/alex-y-362942914/sets/country,Alex Y,None,126,21:49:13,2017-06-13T03:20:51.000Z,20,1,https://soundcloud.com/jonwolfecountry/let-a-country-boy-love-you;https://soundcloud.com/mo-elhouba/give-in-to-me-country-strong-movie;https://soundcloud.com/chasericemusic/country-in-ya;https://soundcloud.com/ghettocowboy07/country-boes-feat-redneck-souljers-j-rosevelt
309,Country,/robert-william-walters-iii/sets/country,Robert William III 3,None,0,0,2013-07-06T14:24:03.000Z,10,0,
310,Country,/dj-chi-co/sets/country,Dj-chico,None,406,44:27,2018-08-23T10:22:08.000Z,53,2,https://soundcloud.com/flagaline/dirt;https://soundcloud.com/brooks-dunn-official/red-dirt-road;https://soundcloud.com/steveearle/copperhead-road-2;https://soundcloud.com/official-luke-bryan/huntin-fishin-and-lovin-every
311,country,/dylan-camp-388990110/sets/country,music,None,53,47:19,2019-01-03T08:39:29.000Z,"3,788",187,https://soundcloud.com/thecollectivesounds/aaron-lewis-country-boy;https://soundcloud.com/earldibblesjr/the-country-boy-song;https://soundcloud.com/drugstorecowboy-1/drink-a-beer-luke-bryan;https://soundcloud.com/flyrichdouble/flyrich-double-yup-on-my-tractor
312,country,/dortea-ery-bleskaditsalossa/sets/country,DorTea Bleskadit'Salossa,None,285,24:04:38,2015-03-12T18:16:58.000Z,92,14,https://soundcloud.com/george-winston/living-in-the-country;https://soundcloud.com/jonwolfecountry/let-a-country-boy-love-you;https://soundcloud.com/floridageorgialine/01-youre-country;https://soundcloud.com/mo-elhouba/give-in-to-me-country-strong-movie
313,country,/dortea-ery-bleskaditsalossa/sets/country-2,DorTea Bleskadit'Salossa,None,285,24:04:38,2015-03-12T19:11:16.000Z,100,17,https://soundcloud.com/george-winston/living-in-the-country;https://soundcloud.com/jonwolfecountry/let-a-country-boy-love-you;https://soundcloud.com/floridageorgialine/01-youre-country;https://soundcloud.com/mo-elhouba/give-in-to-me-country-strong-movie
314,country,/dortea-ery-bleskaditsalossa/sets/country-1,DorTea Bleskadit'Salossa,None,285,24:04:38,2015-03-12T18:28:41.000Z,58,9,https://soundcloud.com/george-winston/living-in-the-country;https://soundcloud.com/jonwolfecountry/let-a-country-boy-love-you;https://soundcloud.com/floridageorgialine/01-youre-country;https://soundcloud.com/mo-elhouba/give-in-to-me-country-strong-movie
315,country,/dortea-ery-bleskaditsalossa/sets/country-4,DorTea Bleskadit'Salossa,None,285,24:04:38,2015-03-12T19:32:30.000Z,23,2,https://soundcloud.com/george-winston/living-in-the-country;https://soundcloud.com/jonwolfecountry/let-a-country-boy-love-you;https://soundcloud.com/floridageorgialine/01-youre-country;https://soundcloud.com/mo-elhouba/give-in-to-me-country-strong-movie
316,country,/dortea-ery-bleskaditsalossa/sets/country-3,DorTea Bleskadit'Salossa,None,285,24:04:38,2015-03-12T19:32:16.000Z,35,7,https://soundcloud.com/george-winston/living-in-the-country;https://soundcloud.com/jonwolfecountry/let-a-country-boy-love-you;https://soundcloud.com/floridageorgialine/01-youre-country;https://soundcloud.com/mo-elhouba/give-in-to-me-country-strong-movie
317,Country,/aidenacquet/sets/country,Jaiden Jacquet,None,465,20:43,2018-01-18T00:43:10.000Z,354,29,https://soundcloud.com/kipmoore/beer-money;https://soundcloud.com/kipmoore/more-girls-like-you;https://soundcloud.com/kipmoore/that-was-us;https://soundcloud.com/kipmoore/thats-alright-with-me
318,Country,/user-594141498/sets/country,Daisy Solano,None,500,41:54,2021-10-04T14:39:23.000Z,1,0,https://soundcloud.com/aaron-lewis-of-staind/mama;https://soundcloud.com/aaron-lewis-of-staind/that-aint-country;https://soundcloud.com/brad-paisley-official/he-didnt-have-to-be;https://soundcloud.com/aaron-lewis-of-staind/northern-redneck
319,Country Music: A Film By Ken Burns (The Soundtrack),/legacyrecordings/sets/country-music-a-film-by-ken,Legacy Recordings,Country,98,42:32,2019-09-06T13:42:04.000Z,306,33,https://soundcloud.com/the-carter-family/can-the-circle-be-unbroken-1;https://soundcloud.com/jimmierodgers/blue-yodel-no-8-mule-skinner;https://soundcloud.com/jamescarson-music/ill-fly-away;https://soundcloud.com/jimmierodgers/blue-yodel-no-9-standin-on-the
320,Country,/user415585824/sets/country,user415585824,None,0,0,2013-12-28T22:50:24.000Z,3,1,
321,Country,/user-13730052/sets/country,Debbie,None,45,2:45:10,2021-08-25T23:32:38.000Z,0,0,https://soundcloud.com/garyallan/nothing-on-but-the-radio-album;https://soundcloud.com/garyallan/every-storm-runs-out-of-rain-2;https://soundcloud.com/garyallan/watching-airplanes-album;https://soundcloud.com/garyallan/high-as-ive-ever-been
322,Country:*,/katrinas-music/sets/country,Katrina's Music,None,7,3:04:51,2013-10-29T04:45:47.000Z,47,8,
323,Country,/user-447310713/sets/country,Macee Harris,None,408,23:59:21,2017-06-28T22:30:11.000Z,97,8,https://soundcloud.com/trevorgoodrum-1/hank-williams-jr-a-country-boy;https://soundcloud.com/reginaldstuser/chase-rice-country-as-me;https://soundcloud.com/jonwolfecountry/let-a-country-boy-love-you;https://soundcloud.com/roughstockdotcom/chase-rice-only-a-country-girl
324,country,/britany-nicole-847498970/sets/country,BritanyNicole,None,455,28:20:03,2021-10-05T17:08:20.000Z,1,0,https://soundcloud.com/jasonaldean/you-make-it-easy-1;https://soundcloud.com/jasonaldean/got-what-i-got;https://soundcloud.com/jasonaldean/dirt-road-anthem;https://soundcloud.com/jasonaldean/tonight-looks-good-on-you
325,[×•CouNtrY•×],/jennifer-wiedemeier/sets/xocountryox,Jennifer Wiedemeier,None,476,29:47:13,2017-10-04T16:23:40.000Z,333,30,https://soundcloud.com/sam-hunt-official/body-like-a-back-road;https://soundcloud.com/sam-hunt-official/sam-hunt-break-up-in-a-small;https://soundcloud.com/rotc-music-publishing/florida-georgia-line-stay;https://soundcloud.com/republicrecordsstaff/florida-georgia-line-cruise-no
326,country,/jack-radford-980387800/sets/country,Jack Radford,None,89,5:53:02,2018-08-26T07:00:22.000Z,144,7,https://soundcloud.com/djjkrisp/play-it-again-krispy-country;https://soundcloud.com/thecollectivesounds/aaron-lewis-country-boy;https://soundcloud.com/trevorgoodrum-1/hank-williams-jr-a-country-boy;https://soundcloud.com/user-563856625/kane-brown-heaven-josh-turner
327,country,/cal-busse/sets/country,Cal Busse,None,78,35:18,2016-05-31T03:45:30.000Z,729,84,https://soundcloud.com/tyler_farr/better-in-boots-1;https://soundcloud.com/traceadkins/youre-gonna-miss-this-1;https://soundcloud.com/chris-cagle-official/chicks-dig-it;https://soundcloud.com/official-luke-bryan/huntin-fishin-and-lovin-every
328,country,/lissa-lynette/sets/country,Lissa Lynette,None,33,56:55,2021-09-13T20:01:03.000Z,0,0,https://soundcloud.com/mirandalambert/somethin-bad-duet-with-carrie;https://soundcloud.com/mirandalambert/mamas-broken-heart-1;https://soundcloud.com/mirandalambert/vice;https://soundcloud.com/mirandalambert/tin-man
329,Country,/user-372231572/sets/country,PaigeTownsend,None,484,29:34:41,2017-06-28T19:18:56.000Z,6,1,https://soundcloud.com/chris-stapleton-music/nobody-to-blame;https://soundcloud.com/billycurrington/people-are-crazy-album-version;https://soundcloud.com/blakeshelton/sangria-1;https://soundcloud.com/frankie-ballard-music/it-all-started-with-a-beer
330,Best Country Now: Backroads,/soundcloud-shine/sets/backroads-best-country-now,Shine: Pop,Country,101,25:19,2019-04-26T15:27:37.000Z,"15,826",579,https://soundcloud.com/yaboyzmusic/stomp-your-boots-1;https://soundcloud.com/alanjacksonofficial/back;https://soundcloud.com/sturgill-simpson/juanita;https://soundcloud.com/drewgreen-music/dirt-boy
331,country,/holly-menhennett/sets/country,HollyM,None,496,30:37:18,2017-07-16T16:49:57.000Z,68,2,https://soundcloud.com/djjkrisp/sam-hunt-take-your-time-j-krisp-redrum;https://soundcloud.com/sam-hunt-official/body-like-a-back-road;https://soundcloud.com/sam-hunt-official/sam-hunt-break-up-in-a-small;https://soundcloud.com/blakeshelton/straight-outta-cold-beer
332,Country,/dustin-bliss-409059163/sets/country,Dustin Bliss,None,404,14:06,2017-04-27T14:18:52.000Z,20,0,https://soundcloud.com/flagaline/h-o-l-y;https://soundcloud.com/rotc-music-publishing/florida-georgia-line-stay;https://soundcloud.com/flagaline/may-we-all;https://soundcloud.com/flagaline/while-hes-still-around
333,country,/amber-cagle-701728431/sets/country,Amber Cee,None,316,35:30,2020-12-11T05:55:38.000Z,2,0,https://soundcloud.com/tobykeithmusic/shouldve-been-a-cowboy-album;https://soundcloud.com/jasonaldean/dirt-road-anthem;https://soundcloud.com/jasonaldean/big-green-tractor-1;https://soundcloud.com/jasonaldean/tonight-looks-good-on-you
334,Country,/erin-gage/sets/country,Erin Gage,None,499,49:32,2020-05-31T16:03:54.000Z,2,0,https://soundcloud.com/raelynnofficial/bra-off;https://soundcloud.com/kelseaballeriniofficial/hole-in-the-bottle;https://soundcloud.com/raelynnofficial/keep-up;https://soundcloud.com/lukecombs/beer-never-broke-my-heart
